uuid,gemini_ok,gemini_error,content_type,content_format,treatment_category,treatment_area,has_treatment_name,has_person,person_type,has_price_info,has_text_overlay,text_overlay_type,professional_score,content_area
1.8104493697334708e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.7986229261149228e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,other,4.0,
1.799653614541418e+16,True,,beauty_tips,single_visual,none,none,False,True,patient_result,False,True,other,5.0,
1.829745250608303e+16,True,,multi_treatment_summary,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.784775822899005e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.822143397921822e+16,True,,other,single_visual,none,none,False,False,,False,False,,3.0,
1.8294579622110184e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,
1.7981697137179316e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.821375797515536e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.8078955168443424e+16,True,,campaign_price,single_visual,none,none,False,True,staff,False,True,price_campaign,4.0,
1.800793082910804e+16,True,,product_cosmetic,single_visual,none,none,False,True,staff,True,True,other,3.0,
1.823880223914068e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,
1.7866583159821496e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7884049960638624e+16,True,,other,single_visual,none,none,False,True,other,False,False,,3.0,
1.7988330442708852e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,3.0,
1.828453804908793e+16,True,,other,single_visual,none,none,False,False,,False,True,other,5.0,
1.801553616214635e+16,True,,product_cosmetic,single_visual,none,none,True,True,lifestyle_model,False,True,other,4.0,
1.7886878450566334e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,
1.804320466361567e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.816325591821172e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,price_campaign,5.0,
1.794923265204828e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,
1.8013427812675344e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.8123320731290424e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,
1.7965721275588278e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.7986601059805402e+16,True,,product_cosmetic,single_visual,none,eye_area,True,True,patient_result,False,True,treatment_explanation,4.0,
1.794635146431582e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,4.0,
1.7949449524855034e+16,True,,single_treatment_intro,single_visual,other,other,True,True,patient_result,False,True,treatment_explanation,4.0,
1.7912345294603702e+16,True,,product_cosmetic,ranking_list,none,none,False,False,,False,True,price_campaign,4.0,
1.7950010563841452e+16,True,,single_treatment_intro,single_visual,other,none,False,True,patient_result,False,True,other,5.0,
1.833465952302526e+16,True,,product_cosmetic,ranking_list,none,none,False,True,staff,False,True,other,4.0,
1.7986305469845652e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,treatment_explanation,4.0,
1.7872696559695918e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.784256629692604e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,2.0,
1.7999119978897758e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,
1.7858724071834384e+16,True,,beauty_tips,single_visual,skin_care,skin_texture,False,True,lifestyle_model,False,True,treatment_explanation,4.0,
1.830075614509869e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,4.0,
1.814851680729084e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,False,,4.0,
1.7936273536952324e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7937786154908906e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,False,,3.0,
1.7924536304764104e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7960032781282398e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,
1.7970041612568424e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,False,True,treatment_explanation,4.0,
1.80007020711035e+16,True,,product_cosmetic,single_visual,none,face_overall,True,False,,True,True,other,4.0,
1.791326460880348e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,4.0,
1.803239858257105e+16,True,,product_cosmetic,single_visual,none,none,True,False,,True,True,treatment_explanation,4.0,
1.7979842165313528e+16,True,,product_cosmetic,single_visual,none,none,True,False,,True,True,treatment_explanation,4.0,
1.801320924835384e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7926194572327636e+16,True,,other,single_visual,none,none,False,False,,False,False,,2.0,
1.7937564218378362e+16,True,,product_cosmetic,single_visual,none,none,False,False,,True,True,price_campaign,4.0,
1.7914718369874794e+16,True,,beauty_tips,single_visual,skin_care,none,False,False,,False,True,treatment_explanation,5.0,
1.7921482058645744e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,
1.815678686828535e+16,True,,campaign_price,single_visual,none,body,True,True,lifestyle_model,True,True,price_campaign,3.0,
1.7937083954434584e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,2.0,
1.7943961060912838e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,price_campaign,4.0,
1.801774288090025e+16,True,,beauty_tips,single_visual,skin_care,none,False,False,,False,True,treatment_explanation,4.0,
1.7999455871666416e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7930707427139726e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7934326426088838e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.8060743989485584e+16,True,,product_cosmetic,single_visual,skin_care,none,False,False,,False,True,other,5.0,
1.7955752794707682e+16,True,,other,single_visual,none,none,False,False,,False,False,,3.0,
1.829064035201562e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,5.0,
1.817275419120392e+16,True,,other,single_visual,none,none,False,False,,False,True,other,3.0,
1.7879520581799068e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,
1.7946323305788364e+16,True,,other,single_visual,none,none,False,False,,False,True,other,3.0,
1.7883724727719824e+16,True,,campaign_price,single_visual,none,none,False,False,,True,True,price_campaign,4.0,
1.812809179328556e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7988627824292784e+16,True,,campaign_price,single_visual,none,none,False,True,staff,True,True,price_campaign,4.0,
1.800329781859836e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7993636240408636e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,
1.796747302998942e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,
1.7961014165074548e+16,True,,other,single_visual,none,none,False,True,patient_result,False,True,other,5.0,
1.7977760680978892e+16,True,,beauty_tips,single_visual,none,face_overall,False,True,lifestyle_model,False,True,treatment_explanation,4.0,
1.7943353660603596e+16,True,,product_cosmetic,single_visual,none,none,False,True,staff,False,True,other,4.0,
1.7891956436701062e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,
1.820321934122981e+16,True,,product_cosmetic,single_visual,none,eye_area,True,False,,False,True,treatment_explanation,4.0,
1.7884955771913608e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.8373177549012684e+16,True,,other,single_visual,none,none,False,False,,False,False,,2.0,
1.795652412804978e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7975440775454296e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,True,other,3.0,
1.8012633530323796e+16,True,,product_cosmetic,single_visual,none,body,False,False,,False,True,other,3.0,
1.7844028770211012e+16,True,,campaign_price,single_visual,none,none,False,True,staff,False,True,price_campaign,3.0,
1.7942214746011302e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.7993886134246184e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.802249088494991e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.789805408095332e+16,True,,product_cosmetic,single_visual,none,none,True,True,staff,True,True,treatment_explanation,3.0,
1.8002590097376992e+16,True,,campaign_price,single_visual,none,none,False,True,lifestyle_model,False,True,price_campaign,4.0,
1.802393298796984e+16,True,,product_cosmetic,single_visual,skin_care,none,False,True,lifestyle_model,False,True,other,4.0,
1.802747209076819e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,
1.806839745148561e+16,True,,product_cosmetic,single_visual,skin_care,none,True,True,lifestyle_model,False,False,,3.0,
1.8013145912248622e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7933317997736318e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,2.0,
1.800028563777952e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,False,,4.0,
1.802050477147764e+16,True,,product_cosmetic,other,none,none,False,True,staff,False,True,other,3.0,
1.8000091849521768e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7866394588816862e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,4.0,
1.8242242774300284e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,treatment_explanation,3.0,
1.7960561219379436e+16,True,,staff_facility,single_visual,none,none,False,False,,True,True,clinic_info,4.0,
1.787445459299996e+16,True,,product_cosmetic,single_visual,none,none,True,True,staff,True,True,treatment_explanation,3.0,
1.82186471832434e+16,True,,staff_facility,single_visual,none,none,False,True,staff,False,True,other,4.0,
1.7992436258091328e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7982685964204194e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,5.0,
1.7963328236085396e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7977706270341328e+16,True,,other,single_visual,none,none,False,True,other,False,True,other,2.0,
1.7865047981845988e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.8005640640520896e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,3.0,
1.7970054442997186e+16,True,,product_cosmetic,single_visual,none,eye_area,False,True,patient_result,False,True,treatment_explanation,3.0,
1.7971230715901652e+16,True,,beauty_tips,single_visual,none,none,False,True,patient_result,False,True,other,5.0,
1.795344946129334e+16,True,,product_cosmetic,single_visual,none,other,True,True,lifestyle_model,False,True,treatment_explanation,4.0,
1.794341937843315e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.819905960408425e+16,True,,other,single_visual,none,none,False,True,patient_result,False,True,other,4.0,
1.802079255155085e+16,True,,campaign_price,single_visual,none,none,True,False,,True,True,price_campaign,4.0,
1.7945399540376292e+16,True,,beauty_tips,single_visual,skin_care,none,True,True,lifestyle_model,False,True,treatment_explanation,4.0,
1.7932494359120352e+16,True,,product_cosmetic,single_visual,none,none,False,True,patient_result,False,True,other,5.0,
1.7972874853797498e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.7924514896266138e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7985355795488024e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7967009164090116e+16,True,,product_cosmetic,single_visual,beauty_tips,hair,True,True,other,False,True,treatment_explanation,4.0,
1.795986365866596e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.785951159886147e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,treatment_explanation,3.0,
1.785368469887363e+16,True,,beauty_tips,comparison_ab,none,none,False,True,patient_result,False,True,other,4.0,
1.7890449710653024e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7977722689096272e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.79422938261302e+16,True,,product_cosmetic,ranking_list,none,none,True,False,,False,True,other,4.0,
1.7939387432624372e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,treatment_explanation,4.0,
1.835272950704534e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7978078441668632e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7866446348081934e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,5.0,
1.7921785542356916e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,price_campaign,4.0,
1.807136441546384e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,False,,5.0,
1.7908015730799856e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,False,True,treatment_explanation,5.0,
1.7942982467688264e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.802202463685155e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7949062984006812e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,other,5.0,
1.798387702058957e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,treatment_explanation,5.0,
1.7944868780357586e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,False,,5.0,
1.8063702793503296e+16,True,,product_cosmetic,single_visual,none,eye_area,True,True,patient_result,False,True,treatment_explanation,5.0,
1.784993264990605e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,False,,4.0,
1.8010909040197798e+16,True,,product_cosmetic,single_visual,none,none,False,True,patient_result,False,False,,5.0,
1.7972162063141682e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,5.0,
1.7946039614465814e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.8001104469919356e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7979225254563184e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,treatment_explanation,3.0,
1.8066407305409924e+16,True,,other,single_visual,none,none,False,False,,False,False,,3.0,
1.7996268248098428e+16,True,,campaign_price,other,none,hair,False,True,lifestyle_model,False,True,price_campaign,4.0,
1.8395345800043388e+16,True,,product_cosmetic,single_visual,none,none,False,False,,True,True,price_campaign,4.0,
1.831350043309763e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,
1.8018223999707176e+16,True,,staff_facility,single_visual,none,none,False,True,staff,False,True,other,4.0,
1.798343937242188e+16,True,,product_cosmetic,single_visual,skin_care,none,False,False,,False,True,treatment_explanation,4.0,
1.8027524947627904e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,True,staff,False,True,treatment_explanation,3.0,
1.7991720218401316e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7969776058610656e+16,True,,product_cosmetic,single_visual,none,none,True,True,patient_result,False,True,treatment_explanation,5.0,
1.7852729733064564e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,False,,2.0,
1.7859379053109844e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.80158307498364e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.8091460662397708e+16,True,,campaign_price,single_visual,skin_care,none,True,True,lifestyle_model,False,True,price_campaign,5.0,
1.7977485652659496e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.795391160864226e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.813006853226504e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7954097689349284e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.8297975853113696e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,treatment_explanation,5.0,
1.7992317464451644e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.825311440821183e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7926421198745288e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7989399232363224e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.8312528172108696e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,5.0,
1.820368055825463e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7951332217642876e+16,True,,other,single_visual,none,none,False,False,,False,False,,5.0,
1.7980350584657412e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,other,5.0,
1.8008779421494776e+16,True,,product_cosmetic,single_visual,none,none,False,True,patient_result,False,True,other,5.0,
1.8048595537624864e+16,True,,product_cosmetic,single_visual,none,eye_area,False,True,patient_result,False,True,treatment_explanation,5.0,
1.7991131939461934e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7999966750481728e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
