uuid,gemini_ok,gemini_error,content_type,content_format,treatment_category,treatment_area,has_treatment_name,has_person,person_type,has_price_info,has_text_overlay,text_overlay_type,professional_score,content_area,instagram_media_uuid,instagram_account_id,media_type,media_source,save_rate,like_rate,eg_rate,quadrant
1.7987887091483576e+16,True,,product_cosmetic,single_visual,none,none,False,True,staff,False,True,other,5.0,,1.7987887091483576e+16,315457,2.0,feed,0.0950226244343891,2.1538461538461537,2.248868778280543,Q1
1.801912568897083e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,,1.801912568897083e+16,3827,2.0,feed,0.0079365079365079,0.1666666666666666,0.17857142857142858,Q1
1.7917095725756544e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,,1.7917095725756544e+16,3827,2.0,feed,0.0192307692307692,0.2115384615384615,0.23076923076923078,Q1
1.7935331927484844e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,treatment_explanation,5.0,,1.7935331927484844e+16,3827,2.0,feed,0.0560747663551401,0.4953271028037383,0.5514018691588785,Q1
1.7968886930586462e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,,1.7968886930586462e+16,3827,2.0,feed,0.0103950103950103,0.1351351351351351,0.14553014553014554,Q1
1.8237105313204084e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,other,5.0,,1.8237105313204084e+16,3827,2.0,feed,0.0217391304347826,0.1956521739130435,0.21739130434782608,Q1
1.7992039354512066e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,3.0,,1.7992039354512066e+16,3827,2.0,feed,0.0416666666666666,0.275,0.31666666666666665,Q1
1.7969921231710284e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,4.0,,1.7969921231710284e+16,3827,2.0,feed,0.083386378103119,0.068746021642266,0.1527689369828135,Q1
1.804323000150732e+16,True,,other,single_visual,none,none,False,True,staff,False,True,price_campaign,4.0,,1.804323000150732e+16,315457,2.0,feed,0.0769230769230769,2.576923076923077,2.6666666666666665,Q1
1.798961135311288e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,,1.798961135311288e+16,3827,2.0,feed,0.0118343195266272,0.1952662721893491,0.20710059171597633,Q1
1.7973130670329552e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,True,other,3.0,,1.7973130670329552e+16,315457,2.0,feed,0.087719298245614,5.578947368421052,5.666666666666667,Q1
1.7906815154818872e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,,1.7906815154818872e+16,315457,2.0,feed,0.25,3.9318181818181817,4.318181818181818,Q1
1.802819156593193e+16,True,,product_cosmetic,other,skin_care,none,False,True,lifestyle_model,False,True,other,4.0,,1.802819156593193e+16,315457,2.0,feed,0.0618556701030927,1.0154639175257731,1.077319587628866,Q1
1.8007703222251078e+16,True,,other,single_visual,none,none,False,False,,False,False,,4.0,,1.8007703222251078e+16,315457,2.0,feed,0.0218579234972677,1.628415300546448,1.650273224043716,Q1
1.7853141144012008e+16,True,,product_cosmetic,single_visual,none,none,False,True,staff,False,True,other,3.0,,1.7853141144012008e+16,315457,2.0,feed,0.0357142857142857,2.5,2.5357142857142856,Q1
1.839445348002896e+16,True,,other,single_visual,none,none,False,False,,False,False,,3.0,,1.839445348002896e+16,315457,2.0,feed,0.03954802259887,2.847457627118644,2.8870056497175143,Q1
1.7977234925662348e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,True,clinic_info,5.0,,1.7977234925662348e+16,315457,2.0,feed,0.0272108843537414,0.6428571428571429,0.7210884353741497,Q1
1.841255981202754e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,True,other,3.0,,1.841255981202754e+16,315457,2.0,feed,0.0356347438752783,1.7394209354120267,1.7839643652561248,Q1
1.829211640015988e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,,1.829211640015988e+16,315457,2.0,feed,0.1330275229357798,1.1559633027522935,1.3027522935779816,Q1
1.802491896785177e+16,True,,other,single_visual,none,none,False,False,,False,True,other,5.0,,1.802491896785177e+16,315457,2.0,feed,0.0180878552971576,0.9043927648578812,0.9276485788113695,Q1
1.8008932448281524e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.8008932448281524e+16,315457,2.0,feed,0.0638297872340425,1.3333333333333333,1.3971631205673758,Q1
1.8116785030356028e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,True,clinic_info,5.0,,1.8116785030356028e+16,315457,2.0,feed,0.0449438202247191,1.1292134831460674,1.1741573033707866,Q1
1.804350901063245e+16,True,,product_cosmetic,single_visual,none,none,True,True,lifestyle_model,False,True,other,3.0,,1.804350901063245e+16,315457,2.0,feed,0.0528846153846153,1.0528846153846154,1.1057692307692308,Q1
1.800045064760488e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,,1.800045064760488e+16,315457,2.0,feed,0.015,0.375,0.405,Q1
1.8033870469760616e+16,True,,staff_facility,single_visual,none,none,False,False,,False,False,,4.0,,1.8033870469760616e+16,315457,2.0,feed,0.0153256704980842,0.8697318007662835,0.8850574712643678,Q1
1.8049507903597788e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,2.0,,1.8049507903597788e+16,315457,2.0,feed,0.0718232044198895,1.171270718232044,1.2430939226519337,Q1
1.8003215437785596e+16,True,,other,single_visual,none,none,False,True,other,False,True,other,3.0,,1.8003215437785596e+16,315457,2.0,feed,0.0454545454545454,3.996212121212121,4.0643939393939394,Q1
1.807034365343624e+16,True,,campaign_price,single_visual,skin_care,none,True,True,staff,False,True,price_campaign,3.0,,1.807034365343624e+16,315457,2.0,feed,0.0266666666666666,3.32,3.3466666666666667,Q1
1.801751397165328e+16,True,,campaign_price,single_visual,none,none,False,True,staff,False,True,price_campaign,4.0,,1.801751397165328e+16,315457,2.0,feed,0.0983606557377049,4.409836065573771,4.60655737704918,Q1
1.7983268597036096e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,4.0,,1.7983268597036096e+16,315457,2.0,feed,0.0512820512820512,4.948717948717949,5.0,Q1
1.79979883610039e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,4.0,,1.79979883610039e+16,315457,2.0,feed,0.3692307692307692,3.8615384615384616,4.476923076923077,Q1
1.8006691948586248e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,,1.8006691948586248e+16,315457,2.0,feed,0.375,9.458333333333334,9.833333333333334,Q1
1.8198528565265384e+16,True,,other,single_visual,none,none,False,False,,False,False,,4.0,,1.8198528565265384e+16,315457,2.0,feed,0.0662650602409638,4.198795180722891,4.397590361445783,Q1
1.7940222101662468e+16,True,,other,single_visual,none,none,False,True,staff,True,True,price_campaign,4.0,,1.7940222101662468e+16,315457,2.0,feed,0.087719298245614,4.035087719298246,4.12280701754386,Q1
1.79638963464213e+16,True,,other,single_visual,none,none,False,False,,False,False,,3.0,,1.79638963464213e+16,315457,2.0,feed,0.0974358974358974,4.2615384615384615,4.446153846153846,Q1
1.794580443265662e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.794580443265662e+16,315457,2.0,feed,0.2195121951219512,4.7073170731707314,4.926829268292683,Q1
1.836518789500829e+16,True,,campaign_price,single_visual,none,none,False,False,,True,True,price_campaign,4.0,,1.836518789500829e+16,315457,2.0,feed,0.1851851851851851,2.246913580246914,2.432098765432099,Q1
1.807309645037808e+16,True,,campaign_price,single_visual,none,none,False,True,staff,False,True,price_campaign,4.0,,1.807309645037808e+16,315457,2.0,feed,0.075,4.9375,5.05,Q1
1.801823534602883e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,5.0,,1.801823534602883e+16,315457,2.0,feed,0.064,1.888,1.952,Q1
1.7998570039926906e+16,True,,beauty_tips,single_visual,none,none,False,False,,False,True,other,4.0,,1.7998570039926906e+16,315457,2.0,feed,0.24,1.7333333333333334,1.9733333333333334,Q1
1.8156032029295624e+16,True,,campaign_price,single_visual,none,none,True,False,,False,True,price_campaign,4.0,,1.8156032029295624e+16,315457,2.0,feed,0.4782608695652174,6.043478260869565,6.543478260869565,Q1
1.7949424739539944e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,3.0,,1.7949424739539944e+16,315457,2.0,feed,0.2127659574468085,8.46808510638298,8.680851063829786,Q1
1.802082211430361e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.802082211430361e+16,315457,2.0,feed,0.0351437699680511,1.3482428115015974,1.4057507987220448,Q1
1.8080337133394244e+16,True,,campaign_price,single_visual,none,none,False,True,staff,False,True,price_campaign,4.0,,1.8080337133394244e+16,315457,2.0,feed,0.0533333333333333,3.4,3.453333333333333,Q1
1.8030739852525708e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,4.0,,1.8030739852525708e+16,3827,2.0,feed,0.03125,0.2625,0.29375,Q1
1.7972789933379022e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,,1.7972789933379022e+16,3827,2.0,feed,0.015228426395939,0.1725888324873096,0.18781725888324874,Q1
1.7945590133650836e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.7945590133650836e+16,315457,2.0,feed,0.3191489361702128,6.617021276595745,6.9361702127659575,Q1
1.7883557408865648e+16,True,,beauty_tips,single_visual,none,hair,False,True,lifestyle_model,False,True,treatment_explanation,4.0,,1.7883557408865648e+16,3827,2.0,feed,0.0094339622641509,0.3537735849056603,0.36792452830188677,Q1
1.7933090774194852e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,,1.7933090774194852e+16,3827,2.0,feed,0.0185185185185185,0.9074074074074074,0.9259259259259259,Q1
1.7974794809364916e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,4.0,,1.7974794809364916e+16,3827,2.0,feed,0.0257731958762886,0.1701030927835051,0.1958762886597938,Q1
1.7872928426682058e+16,True,,beauty_tips,single_visual,none,hair,False,True,patient_result,False,True,treatment_explanation,5.0,,1.7872928426682058e+16,3827,2.0,feed,0.08,0.86,0.94,Q1
1.7916796148425528e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.7916796148425528e+16,3827,2.0,feed,0.0289855072463768,0.5362318840579711,0.5652173913043478,Q1
1.8038694622492344e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,treatment_explanation,4.0,,1.8038694622492344e+16,315457,2.0,feed,0.1071428571428571,2.9642857142857144,3.0714285714285716,Q1
1.8006295963695346e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,,1.8006295963695346e+16,315457,2.0,feed,0.03125,7.21875,7.25,Q1
1.7943565715130584e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,,1.7943565715130584e+16,2622,2.0,feed,0.5454545454545454,9.090909090909092,9.636363636363637,Q1
1.7965391198466964e+16,True,,beauty_tips,single_visual,skin_care,face_overall,False,True,lifestyle_model,False,True,other,4.0,,1.7965391198466964e+16,2622,2.0,feed,0.5714285714285714,4.285714285714286,4.857142857142857,Q1
1.785303303324504e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,,1.785303303324504e+16,3827,2.0,feed,0.0089126559714795,0.0570409982174688,0.06684491978609626,Q1
1.7928124856199988e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,4.0,,1.7928124856199988e+16,3827,2.0,feed,0.0422535211267605,0.7323943661971831,0.7746478873239436,Q1
1.8215333737170544e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.8215333737170544e+16,2622,2.0,feed,0.2578616352201258,1.3333333333333333,1.5911949685534592,Q1
1.8277404457109348e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,,1.8277404457109348e+16,2622,2.0,feed,0.4285714285714285,3.928571428571429,4.357142857142857,Q1
1.7978464088026978e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,4.0,,1.7978464088026978e+16,2622,2.0,feed,0.5555555555555556,3.75,4.305555555555555,Q1
1.784899757993462e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,3.0,,1.784899757993462e+16,2622,2.0,feed,0.375,3.28125,3.65625,Q1
1.797607096093384e+16,True,,product_cosmetic,single_visual,none,eye_area,True,False,,False,True,other,4.0,,1.797607096093384e+16,2622,2.0,feed,0.1891891891891892,1.4189189189189189,1.6081081081081081,Q1
1.7952433187355976e+16,True,,beauty_tips,ranking_list,none,none,False,True,lifestyle_model,False,True,other,4.0,,1.7952433187355976e+16,2622,2.0,feed,0.1848739495798319,1.0756302521008403,1.26890756302521,Q1
1.8180105397254084e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,other,3.0,,1.8180105397254084e+16,2622,2.0,feed,0.0397435897435897,0.0871794871794871,0.12692307692307692,Q1
1.7945868002440608e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,False,True,treatment_explanation,4.0,,1.7945868002440608e+16,2622,2.0,feed,0.0888888888888888,1.5777777777777775,1.6666666666666667,Q1
1.7843685818885848e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,4.0,,1.7843685818885848e+16,2622,2.0,feed,0.8823529411764706,3.3529411764705883,4.235294117647059,Q1
1.7980320268620148e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.7980320268620148e+16,2622,2.0,feed,0.4375,1.875,2.3125,Q1
1.820799362526983e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,treatment_explanation,4.0,,1.820799362526983e+16,3827,2.0,feed,0.009375,0.20625,0.21875,Q1
1.8211918825253056e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,5.0,,1.8211918825253056e+16,3827,2.0,feed,0.0083102493074792,0.1911357340720221,0.1994459833795014,Q1
1.7860415915992824e+16,True,,campaign_price,single_visual,skin_care,none,False,True,lifestyle_model,False,True,price_campaign,4.0,,1.7860415915992824e+16,315457,2.0,feed,0.131578947368421,4.131578947368421,4.2631578947368425,Q1
1.7849150928058268e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,,1.7849150928058268e+16,3827,2.0,feed,0.0131147540983606,0.2196721311475409,0.2360655737704918,Q1
1.7938542209719136e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,4.0,,1.7938542209719136e+16,315457,2.0,feed,0.1058201058201058,2.142857142857143,2.248677248677249,Q1
1.8030883216527984e+16,True,,other,single_visual,none,none,False,True,staff,False,True,clinic_info,4.0,,1.8030883216527984e+16,315457,2.0,feed,0.0681818181818181,1.7840909090909092,1.8636363636363635,Q1
1.7992212056069584e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,True,other,2.0,,1.7992212056069584e+16,315457,2.0,feed,0.0606060606060606,3.651515151515152,3.712121212121212,Q1
1.8314656489259148e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,4.0,,1.8314656489259148e+16,284621,2.0,feed,0.0217812197483059,0.2279767666989351,0.372216844143272,Q1
1.8233888545209664e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.8233888545209664e+16,315457,2.0,feed,0.0481927710843373,2.5421686746987957,2.5903614457831323,Q1
1.8018597982699456e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.8018597982699456e+16,315457,2.0,feed,0.0875,2.025,2.1125,Q1
1.8203789665343824e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,False,True,treatment_explanation,5.0,,1.8203789665343824e+16,164600,2.0,feed,0.0078239404209028,0.07895067152002,0.08878289611313334,Q1
1.8386464849052748e+16,True,,product_cosmetic,single_visual,none,hair,True,True,staff,True,True,treatment_explanation,3.0,,1.8386464849052748e+16,315457,2.0,feed,0.0394736842105263,2.8421052631578947,2.8947368421052633,Q1
1.7960679533483252e+16,True,,product_cosmetic,single_visual,none,other,True,False,,False,True,treatment_explanation,5.0,,1.7960679533483252e+16,3827,2.0,feed,0.0203045685279187,0.2741116751269035,0.29441624365482233,Q1
1.7858265428772778e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,,1.7858265428772778e+16,3827,2.0,feed,0.0571428571428571,0.7714285714285715,0.8285714285714286,Q1
1.7919976154425636e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,3.0,,1.7919976154425636e+16,3827,2.0,feed,0.0353982300884955,0.336283185840708,0.37168141592920356,Q1
1.7922842984648302e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,other,5.0,,1.7922842984648302e+16,3827,2.0,feed,0.0321285140562249,0.1967871485943775,0.23293172690763053,Q1
1.7954230012953564e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,,1.7954230012953564e+16,3827,2.0,feed,0.0405405405405405,0.3918918918918919,0.43243243243243246,Q1
1.801887469979e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,treatment_explanation,5.0,,1.801887469979e+16,3827,2.0,feed,0.0233236151603498,0.1807580174927113,0.20408163265306123,Q1
1.794962202856863e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,4.0,,1.794962202856863e+16,3827,2.0,feed,0.0068965517241379,0.2482758620689655,0.25517241379310346,Q1
1.8104493697334708e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,,1.8104493697334708e+16,3827,2.0,feed,0.0132275132275132,0.1719576719576719,0.18783068783068782,Q1
1.7986229261149228e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,other,4.0,,1.7986229261149228e+16,3827,2.0,feed,0.0191387559808612,0.2488038277511961,0.2679425837320574,Q1
1.799653614541418e+16,True,,beauty_tips,single_visual,none,none,False,True,patient_result,False,True,other,5.0,,1.799653614541418e+16,3827,2.0,feed,0.0100603621730382,0.1167002012072434,0.1267605633802817,Q1
1.829745250608303e+16,True,,multi_treatment_summary,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,,1.829745250608303e+16,3827,2.0,feed,0.0140350877192982,0.1005847953216374,0.11461988304093568,Q1
1.784775822899005e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,,1.784775822899005e+16,3827,2.0,feed,0.0344827586206896,0.2807881773399014,0.31527093596059114,Q1
1.822143397921822e+16,True,,other,single_visual,none,none,False,False,,False,False,,3.0,,1.822143397921822e+16,315457,2.0,feed,0.0746268656716417,6.955223880597015,7.029850746268656,Q1
1.8294579622110184e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,,1.8294579622110184e+16,3827,2.0,feed,0.0361990950226244,0.2171945701357466,0.2579185520361991,Q1
1.7981697137179316e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.7981697137179316e+16,315457,2.0,feed,0.0381679389312977,1.3587786259541983,1.3969465648854962,Q1
1.821375797515536e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,,1.821375797515536e+16,3827,2.0,feed,0.046875,0.546875,0.59375,Q1
1.8078955168443424e+16,True,,campaign_price,single_visual,none,none,False,True,staff,False,True,price_campaign,4.0,,1.8078955168443424e+16,315457,2.0,feed,0.0214285714285714,0.7321428571428571,0.7535714285714286,Q1
1.800793082910804e+16,True,,product_cosmetic,single_visual,none,none,False,True,staff,True,True,other,3.0,,1.800793082910804e+16,315457,2.0,feed,0.0317460317460317,1.3095238095238095,1.343915343915344,Q1
1.823880223914068e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,,1.823880223914068e+16,2622,2.0,feed,1.7142857142857142,11.571428571428571,13.285714285714286,Q1
1.7866583159821496e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.7866583159821496e+16,2622,2.0,feed,0.2121212121212121,3.0303030303030303,3.242424242424242,Q1
1.7884049960638624e+16,True,,other,single_visual,none,none,False,True,other,False,False,,3.0,,1.7884049960638624e+16,315457,2.0,feed,0.4146341463414634,11.195121951219512,11.926829268292684,Q1
1.7988330442708852e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,3.0,,1.7988330442708852e+16,315457,2.0,feed,0.064516129032258,9.14516129032258,9.338709677419354,Q1
1.828453804908793e+16,True,,other,single_visual,none,none,False,False,,False,True,other,5.0,,1.828453804908793e+16,9187,2.0,feed,0.2255278310940499,0.5134357005758158,0.7389635316698656,Q1
1.801553616214635e+16,True,,product_cosmetic,single_visual,none,none,True,True,lifestyle_model,False,True,other,4.0,,1.801553616214635e+16,9187,2.0,feed,0.1565802113352545,1.9596541786743515,2.133525456292027,Q1
1.7886878450566334e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,,1.7886878450566334e+16,315457,2.0,feed,0.0909090909090909,16.272727272727273,16.545454545454547,Q1
1.804320466361567e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,,1.804320466361567e+16,402,2.0,feed,0.102127659574468,0.675,0.7936170212765957,Q1
1.816325591821172e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,price_campaign,5.0,,1.816325591821172e+16,402,2.0,feed,0.3568075117370892,5.295774647887324,5.652582159624413,Q1
1.794923265204828e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,,1.794923265204828e+16,9187,2.0,feed,0.2857142857142857,6.809523809523809,7.103174603174603,Q1
1.8013427812675344e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,,1.8013427812675344e+16,315457,2.0,feed,0.0773809523809523,3.523809523809524,3.6011904761904763,Q1
1.8123320731290424e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,,1.8123320731290424e+16,2622,2.0,feed,0.625,2.78125,3.40625,Q1
1.7965721275588278e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,,1.7965721275588278e+16,3827,2.0,feed,0.0263157894736842,1.368421052631579,1.4210526315789473,Q1
1.7986601059805402e+16,True,,product_cosmetic,single_visual,none,eye_area,True,True,patient_result,False,True,treatment_explanation,4.0,,1.7986601059805402e+16,2622,2.0,feed,0.3571428571428571,7.214285714285714,7.571428571428571,Q1
1.794635146431582e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,4.0,,1.794635146431582e+16,315457,2.0,feed,0.3723404255319149,3.117021276595745,3.4893617021276597,Q1
1.7949449524855034e+16,True,,single_treatment_intro,single_visual,other,other,True,True,patient_result,False,True,treatment_explanation,4.0,,1.7949449524855034e+16,3827,2.0,feed,0.034090909090909,0.7386363636363636,0.7727272727272727,Q1
1.7912345294603702e+16,True,,product_cosmetic,ranking_list,none,none,False,False,,False,True,price_campaign,4.0,,1.7912345294603702e+16,2622,2.0,feed,4.155555555555556,27.133333333333333,44.8,Q1
1.7950010563841452e+16,True,,single_treatment_intro,single_visual,other,none,False,True,patient_result,False,True,other,5.0,,1.7950010563841452e+16,3827,2.0,feed,0.0238095238095238,0.7023809523809523,0.7380952380952381,Q1
1.833465952302526e+16,True,,product_cosmetic,ranking_list,none,none,False,True,staff,False,True,other,4.0,,1.833465952302526e+16,2622,2.0,feed,0.8095238095238095,5.476190476190476,6.285714285714286,Q1
1.7986305469845652e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,treatment_explanation,4.0,,1.7986305469845652e+16,2622,2.0,feed,0.2872340425531915,0.9148936170212766,1.202127659574468,Q1
1.7872696559695918e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,,1.7872696559695918e+16,3827,2.0,feed,0.0930232558139534,0.627906976744186,0.7209302325581395,Q1
1.784256629692604e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,2.0,,1.784256629692604e+16,2622,2.0,feed,1.3333333333333333,13.666666666666666,15.0,Q1
1.7999119978897758e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,,1.7999119978897758e+16,315457,2.0,feed,0.1686746987951807,1.987951807228916,2.1566265060240966,Q1
