uuid,gemini_ok,error,has_person,has_face,has_text_overlay,professional_score,product_count,background_type,text_amount
18332973040220704,True,,False,True,True,5.0,2.0,white,few
17972772692876805,True,,True,True,True,5.0,8.0,indoor,few
18005315717906831,True,,True,False,True,5.0,2.0,indoor,few
17867995662528141,True,,True,True,False,5.0,1.0,indoor,none
17904643983240136,True,,False,False,False,5.0,2.0,studio,few
18084050876346659,True,,True,True,False,5.0,3.0,outdoor,none
18148824811481156,True,,True,True,False,4.0,4.0,outdoor,none
18373172737166754,True,,False,False,False,5.0,1.0,indoor,none
18096778907330938,True,,True,False,False,5.0,8.0,outdoor,none
17863447452543899,True,,False,False,False,4.0,4.0,indoor,none
18322341478267256,True,,True,True,False,5.0,5.0,white,none
18316649881282616,True,,False,False,False,5.0,5.0,white,none
18080452430620907,True,,False,False,False,4.0,1.0,studio,none
17887689951498285,True,,True,False,True,5.0,6.0,other,heavy
18108693400889211,True,,True,True,True,5.0,4.0,white,few
17996290949920312,True,,True,True,False,5.0,3.0,studio,none
17989863668993119,True,,True,True,False,5.0,4.0,studio,none
17986371719976578,True,,True,True,False,5.0,5.0,outdoor,none
18102552967986012,True,,False,False,True,4.0,10.0,indoor,few
18082773749088022,True,,False,False,True,5.0,1.0,studio,few
18111582115863093,True,,False,False,False,5.0,2.0,studio,none
18574930936047404,True,,False,False,False,5.0,1.0,studio,none
18148176472491427,True,,True,True,True,5.0,1.0,studio,few
18070876571646345,True,,False,False,True,5.0,6.0,studio,heavy
18000319358875540,True,,True,True,False,5.0,4.0,outdoor,none
17978162541005061,True,,False,False,True,5.0,10.0,indoor,heavy
18177731278348633,True,,False,False,True,5.0,2.0,studio,few
18068584655391134,True,,True,True,True,5.0,5.0,indoor,few
18128668909572918,True,,True,True,False,4.0,5.0,indoor,few
18071087180653176,True,,True,True,False,4.0,2.0,studio,none
17877450501571591,True,,True,True,True,5.0,8.0,outdoor,few
18088732250245483,True,,True,True,True,5.0,5.0,white,few
18089268100968262,True,,True,False,False,4.0,3.0,indoor,none
18149402518486946,True,,True,True,False,5.0,4.0,indoor,none
17879550978421045,True,,False,False,False,5.0,1.0,studio,none
18100697257825898,True,,False,False,True,5.0,1.0,studio,few
18354909940229915,True,,True,False,True,5.0,5.0,outdoor,few
17969374263021017,True,,True,True,False,5.0,10.0,white,few
18143927992504330,True,,False,False,False,5.0,1.0,studio,few
17918651892323054,True,,False,False,True,5.0,10.0,white,heavy
18113439490740416,True,,False,False,True,5.0,1.0,outdoor,heavy
18044364611772213,True,,False,False,False,5.0,2.0,outdoor,none
18160416541434846,True,,False,False,True,5.0,1.0,indoor,few
18078378446412117,True,,False,False,False,5.0,1.0,indoor,none
18063186095348217,True,,True,True,False,4.0,2.0,indoor,none
17968885731048240,True,,False,False,False,5.0,1.0,indoor,none
18079992572262452,True,,False,False,False,5.0,1.0,indoor,none
18110201188838845,True,,True,True,True,5.0,6.0,outdoor,few
17992877756785602,True,,True,True,False,5.0,2.0,indoor,none
18337040098169847,True,,True,True,True,5.0,10.0,studio,heavy
18352837282239244,True,,False,False,True,5.0,8.0,indoor,few
17960976771067970,True,,True,True,True,5.0,10.0,other,heavy
18072044366335485,True,,False,False,True,4.0,1.0,white,heavy
18122912407554283,True,,True,False,True,5.0,1.0,studio,few
17856718491601688,True,,True,True,False,5.0,1.0,white,none
18002488364909944,True,,False,False,True,4.0,2.0,white,few
18103089413477717,True,,True,True,True,5.0,1.0,white,heavy
17885667414521513,True,,False,False,True,5.0,2.0,studio,few
18116438551733148,True,,True,True,True,5.0,4.0,studio,few
17960235444100606,True,,True,True,True,3.0,1.0,indoor,few
18146277655477460,True,,False,False,False,5.0,1.0,white,none
18123861805607736,True,,False,False,True,4.0,6.0,white,heavy
18008590160853645,True,,False,False,False,5.0,2.0,white,few
18113607313686432,True,,True,True,True,5.0,5.0,studio,few
18113355142698038,True,,False,False,True,4.0,5.0,indoor,few
18130032277499275,True,,False,False,False,5.0,4.0,white,few
18427754374186946,True,,False,False,False,5.0,10.0,studio,few
18206279074336087,True,,True,False,False,5.0,10.0,white,none
17881435956552310,True,,True,True,False,5.0,3.0,white,none
18043701953546828,True,,True,True,True,5.0,8.0,outdoor,few
18126704446586113,True,,False,False,False,4.0,1.0,outdoor,few
18068608913667489,True,,False,False,False,4.0,3.0,indoor,few
18308626120274300,True,,True,True,True,5.0,6.0,studio,few
18071763788335472,True,,False,False,False,4.0,1.0,white,none
17923145175317441,True,,True,False,True,5.0,1.0,white,few
18096653744279451,True,,False,False,True,5.0,8.0,indoor,few
18404935933194194,True,,False,False,True,5.0,10.0,studio,heavy
18127872145586500,True,,False,False,True,5.0,1.0,white,few
18159002875443985,True,,True,True,True,5.0,2.0,studio,heavy
17944443708136008,True,,False,False,True,5.0,1.0,studio,heavy
17940381294175970,True,,True,True,False,5.0,1.0,studio,none
17905296690402126,True,,True,True,True,5.0,1.0,studio,few
18077920424403974,True,,True,False,True,5.0,3.0,outdoor,few
18099082663970341,True,,False,False,True,5.0,3.0,studio,few
17863151544622015,True,,True,False,False,5.0,1.0,indoor,none
18100328543069089,True,,False,False,False,5.0,1.0,white,few
18082262846075996,True,,True,True,False,5.0,2.0,indoor,none
18433685779185631,True,,True,True,False,5.0,4.0,other,none
17853157674647723,True,,True,True,True,5.0,1.0,other,heavy
18114616018667074,True,,False,False,True,5.0,9.0,studio,few
18090163199331351,True,,True,False,False,5.0,4.0,other,none
18111016762796776,True,,True,True,False,5.0,1.0,white,none
18083137913363439,True,,False,False,False,5.0,4.0,studio,none
17984076900010479,True,,False,False,False,5.0,4.0,indoor,none
17904146703402287,True,,False,False,True,5.0,2.0,other,few
18083233124617532,True,,True,True,True,5.0,6.0,outdoor,heavy
18101489713785538,True,,False,False,False,5.0,4.0,indoor,none
18094650407025460,True,,False,False,True,5.0,3.0,indoor,few
17874312465594334,True,,False,False,True,5.0,9.0,indoor,few
18097708243830926,True,,False,False,False,5.0,2.0,other,none
18073198427269119,True,,True,True,True,5.0,1.0,studio,few
18001275752866746,True,,True,True,True,5.0,1.0,white,heavy
17889063090356511,True,,True,True,False,5.0,4.0,studio,none
18068440874397243,True,,False,False,True,3.0,3.0,indoor,few
18100448743766081,True,,True,False,False,5.0,5.0,studio,none
18334685101219906,True,,True,True,False,5.0,3.0,studio,none
18101789431962966,True,,False,False,True,5.0,5.0,indoor,heavy
18192437722366695,True,,True,True,False,5.0,1.0,indoor,none
17999489741748026,True,,False,False,True,5.0,1.0,indoor,few
17921590281313375,True,,True,True,False,5.0,4.0,studio,none
17929787382072170,True,,False,False,True,5.0,5.0,white,few
17908037091216747,True,,True,True,False,5.0,5.0,studio,none
18386709283090756,True,,True,False,True,5.0,10.0,indoor,few
18108756115892855,True,,True,True,False,5.0,3.0,studio,none
18050384696679328,True,,True,True,False,5.0,3.0,outdoor,few
17934035997239518,True,,False,False,False,4.0,3.0,indoor,none
18088185017241816,True,,False,False,True,5.0,4.0,studio,few
18096651659107792,True,,False,False,False,4.0,2.0,other,none
18159557731436489,True,,False,False,False,4.0,1.0,indoor,none
18070542815307135,True,,True,True,False,4.0,4.0,indoor,none
17881328652552919,True,,False,False,True,4.0,1.0,white,heavy
18097644607831396,True,,True,True,False,5.0,2.0,studio,none
18059518259441192,True,,False,False,True,5.0,3.0,indoor,few
18073234532220073,True,,False,False,True,5.0,1.0,white,few
18112050283696188,True,,False,False,False,5.0,2.0,studio,none
18086425664363769,True,,False,False,False,5.0,2.0,indoor,few
18152222860458563,True,,True,True,False,5.0,2.0,studio,none
17994809690928471,True,,True,True,True,5.0,7.0,outdoor,few
18076971596635865,True,,True,False,True,5.0,1.0,studio,heavy
17939757054188078,True,,True,True,True,5.0,1.0,outdoor,heavy
17935727997050793,True,,True,True,False,5.0,1.0,indoor,none
18108383441501726,True,,True,True,True,5.0,7.0,white,few
18092113195906541,True,,True,False,True,5.0,1.0,indoor,few
17980464407830832,True,,False,False,False,5.0,1.0,studio,none
18131756182481980,True,,False,False,False,5.0,1.0,white,none
18112492807832448,True,,True,True,False,5.0,1.0,outdoor,none
17948010677981114,True,,False,False,True,5.0,4.0,white,few
18077245895179264,True,,False,False,False,4.0,8.0,white,few
17964974403069327,True,,True,True,False,4.0,3.0,outdoor,none
17995765247937441,True,,True,True,False,5.0,9.0,indoor,few
17959403922112023,True,,True,True,False,5.0,3.0,outdoor,none
18127275874509359,True,,False,False,True,5.0,1.0,white,heavy
18408078811146894,True,,False,False,True,5.0,10.0,studio,heavy
18579483247043077,True,,False,False,False,2.0,5.0,indoor,none
17863118709620064,True,,True,True,False,4.0,4.0,outdoor,none
17929514313254776,True,,False,False,True,5.0,10.0,studio,heavy
17928275031267628,True,,False,False,False,4.0,6.0,indoor,none
18403304623145837,True,,True,True,False,5.0,4.0,indoor,none
17891033085451905,True,,False,False,True,5.0,3.0,studio,few
18404100031199575,True,,False,False,False,5.0,1.0,studio,none
17976171254850706,True,,True,False,False,4.0,3.0,indoor,none
17936573805198509,True,,False,False,False,4.0,2.0,indoor,none
17918834685146776,True,,True,False,False,5.0,1.0,indoor,none
18355488607232044,True,,True,True,False,5.0,5.0,indoor,none
17884586679537606,True,,True,False,False,5.0,7.0,indoor,none
18330815740223154,True,,False,False,True,5.0,3.0,studio,few
17874732867580013,True,,True,True,False,5.0,2.0,studio,none
18060496256696598,True,,True,True,False,5.0,1.0,white,none
18122645119646811,True,,True,True,False,4.0,7.0,indoor,none
17987822975967376,True,,True,True,True,5.0,2.0,indoor,few
17880721932551499,True,,True,True,False,5.0,1.0,indoor,none
17853147393648519,True,,True,True,False,5.0,3.0,studio,few
18083967179367387,True,,True,True,True,5.0,1.0,studio,heavy
18065551229433236,True,,False,False,True,3.0,1.0,other,few
17961043764071252,True,,True,True,False,5.0,5.0,outdoor,none
18110245273843408,True,,False,False,False,5.0,5.0,indoor,none
18118886845639611,True,,True,False,False,4.0,2.0,outdoor,none
18115073929604611,True,,True,True,False,5.0,2.0,indoor,none
17984399855808930,True,,True,True,True,5.0,8.0,studio,few
18388916209086104,True,,False,False,False,4.0,2.0,indoor,few
17986287326801971,True,,True,False,False,5.0,3.0,indoor,none
18101188534788459,True,,False,False,True,5.0,2.0,white,few
18028767851803264,True,,False,False,False,4.0,1.0,indoor,none
18098794037287326,True,,False,False,False,5.0,1.0,white,none
17956998339116038,True,,True,True,False,4.0,2.0,outdoor,none
18073582682268916,True,,True,True,False,5.0,6.0,outdoor,none
18112489201749419,True,,False,False,False,5.0,3.0,white,few
18081407483377369,True,,True,True,False,5.0,5.0,indoor,none
17926754175256407,True,,True,False,False,5.0,6.0,white,none
17900641275417124,True,,True,True,True,5.0,3.0,studio,few
17893877727450836,True,,True,True,False,5.0,1.0,studio,none
18101855386756649,True,,True,False,False,5.0,4.0,studio,none
18099760340088063,True,,True,False,True,5.0,4.0,studio,few
18099818693068287,True,,True,True,True,5.0,3.0,studio,few
17849354337676324,True,,True,False,False,4.0,1.0,white,few
17955377649104770,True,,False,False,True,5.0,1.0,other,heavy
18067998548691933,True,,True,True,True,5.0,1.0,white,heavy
18392588560159081,True,,False,False,True,5.0,7.0,indoor,few
18092143136519652,True,,True,True,False,5.0,1.0,studio,none
17984795534809330,True,,False,False,False,5.0,1.0,white,none
17965044123062078,True,,False,False,True,5.0,10.0,studio,heavy
18126736474584105,True,,False,False,False,5.0,1.0,studio,none
18086227751599971,True,,False,False,True,5.0,2.0,studio,few
18090611639596061,True,,True,False,False,5.0,1.0,indoor,none
18050173736721052,True,,False,False,False,5.0,1.0,indoor,none
18080775125128933,True,,True,True,True,5.0,7.0,white,few
17999397569874307,True,,False,False,False,5.0,1.0,studio,few
18099618467069983,True,,True,False,False,4.0,3.0,indoor,none
18093662081326752,True,,False,False,False,4.0,2.0,indoor,none
18083922470614654,True,,False,False,False,5.0,5.0,white,none
17896144707433468,True,,True,False,False,5.0,5.0,outdoor,none
17870359875502686,True,,True,True,True,4.0,6.0,white,heavy
18098096869821263,True,,True,True,True,5.0,3.0,studio,heavy
17874634470590756,True,,False,False,False,5.0,3.0,outdoor,few
18124253917526319,True,,True,True,False,5.0,4.0,white,none
18117042091679483,True,,False,False,False,5.0,1.0,studio,none
17961168003101212,True,,False,False,True,5.0,2.0,studio,heavy
17943302325186720,True,,True,True,False,5.0,4.0,outdoor,none
18117275806656202,True,,True,True,True,5.0,2.0,outdoor,few
18151061821463381,True,,True,True,False,5.0,5.0,outdoor,none
18085869578029314,True,,False,False,False,5.0,1.0,indoor,none
18113939692704851,True,,True,True,True,5.0,2.0,studio,few
18132995398527445,True,,True,True,False,5.0,1.0,outdoor,few
18132849571489520,True,,False,False,False,5.0,2.0,indoor,few
18081840623121754,True,,False,False,False,5.0,1.0,studio,none
18031077947643545,True,,True,True,False,5.0,1.0,indoor,none
18103689727736452,True,,True,False,False,5.0,3.0,outdoor,none
18120937099622637,True,,False,False,True,5.0,1.0,white,few
17884029105536459,True,,False,False,False,5.0,3.0,white,none
17906208261399565,True,,True,True,False,5.0,3.0,outdoor,none
17869748826666539,True,,True,True,False,5.0,8.0,indoor,few
17958379259944650,True,,True,False,False,4.0,7.0,outdoor,none
18096111416018497,True,,False,False,False,5.0,1.0,other,none
18077824250557641,True,,False,False,True,5.0,2.0,white,few
17889172743469794,True,,False,False,False,5.0,1.0,white,none
18151085722467768,True,,True,True,False,5.0,2.0,studio,none
18581133547025667,True,,False,False,False,4.0,1.0,indoor,none
17933872071211171,True,,False,False,False,5.0,1.0,white,none
17913188439181243,True,,False,False,True,5.0,1.0,white,heavy
17965554957062074,True,,True,False,False,4.0,3.0,outdoor,none
18119705812648185,True,,False,False,True,5.0,2.0,studio,few
18063382673414192,True,,False,True,False,5.0,5.0,white,none
18133759522533954,True,,False,False,False,5.0,2.0,white,none
18010814222702752,True,,True,True,True,5.0,4.0,outdoor,heavy
17891872620328760,True,,True,False,False,4.0,2.0,outdoor,few
18123772801610834,True,,True,True,False,5.0,1.0,indoor,none
17915307162347336,True,,False,False,True,5.0,6.0,white,heavy
18067621808316251,True,,False,False,False,5.0,2.0,studio,none
17900943834412011,True,,True,False,False,5.0,3.0,outdoor,none
18366547024202278,True,,True,True,True,5.0,10.0,studio,heavy
17992661609931487,True,,True,True,False,5.0,1.0,studio,none
17867715909513304,True,,True,True,False,5.0,6.0,studio,none
18089798762248133,True,,True,True,False,5.0,2.0,white,none
18028156685805036,True,,True,False,False,4.0,6.0,outdoor,none
18102056222057107,True,,False,False,True,5.0,1.0,other,heavy
18349613590241873,True,,True,False,False,3.0,5.0,outdoor,none
18099768934795294,True,,True,True,False,5.0,2.0,outdoor,none
18080564264422362,True,,True,True,True,5.0,2.0,white,few
17952073308133932,True,,True,False,True,5.0,8.0,indoor,heavy
18437801548140577,True,,True,False,False,5.0,1.0,studio,none
18112583452695928,True,,True,True,False,4.0,5.0,outdoor,none
18111020608839424,True,,True,False,False,5.0,3.0,indoor,none
18106991348501505,True,,True,True,False,5.0,10.0,outdoor,none
18114284491703744,True,,False,False,True,5.0,1.0,white,few
17985329066978739,True,,False,False,False,5.0,1.0,studio,none
18105305164918616,True,,False,False,False,5.0,1.0,indoor,none
18036912470787768,True,,True,True,True,5.0,6.0,studio,few
18454348606111989,True,,True,True,False,5.0,3.0,studio,none
18179639332380252,True,,True,False,False,4.0,3.0,outdoor,none
17857386078634813,True,,True,True,False,4.0,8.0,indoor,few
17960449511932586,True,,False,False,True,5.0,8.0,white,few
18068754566317317,True,,True,True,False,4.0,5.0,white,none
17973010865865226,True,,False,False,True,5.0,1.0,white,few
18077848670175981,True,,True,True,True,5.0,1.0,indoor,few
18090145912942963,True,,True,True,True,5.0,5.0,outdoor,few
18128075614565285,True,,False,False,False,5.0,10.0,indoor,none
18226401412313717,True,,False,False,False,4.0,1.0,indoor,none
18395612776157314,True,,False,False,False,5.0,1.0,other,few
18134577517548643,True,,False,False,False,5.0,1.0,white,none
18068708465677786,True,,True,True,True,5.0,1.0,white,few
18101270254963537,True,,True,True,False,5.0,6.0,studio,none
18116330188596548,True,,False,False,True,5.0,1.0,other,few
18132751165544395,True,,True,False,True,5.0,1.0,other,heavy
18084692441576103,True,,False,False,True,5.0,2.0,indoor,few
18095920204876290,True,,False,False,True,5.0,1.0,studio,few
18087041909582263,True,,False,False,True,5.0,1.0,indoor,few
17933779293215297,True,,True,True,False,5.0,1.0,white,none
18056116082494664,True,,False,False,False,5.0,1.0,studio,none
18119524630657913,True,,False,False,True,4.0,3.0,studio,few
18000033272746606,True,,True,False,False,5.0,3.0,white,none
17951139294125202,True,,False,False,False,5.0,1.0,indoor,none
17983995365808483,True,,False,False,False,5.0,7.0,indoor,none
17954102103132507,True,,False,False,False,5.0,1.0,studio,none
18057075062686717,True,,True,True,True,5.0,4.0,studio,few
18048305816736745,True,,False,False,True,4.0,10.0,indoor,heavy
17959437893934673,True,,True,True,False,5.0,6.0,outdoor,few
18108350326897189,True,,True,True,False,3.0,7.0,indoor,none
17957252274086002,True,,True,False,False,4.0,1.0,indoor,none
18098060794856581,True,,False,False,False,5.0,1.0,studio,none
18082886045053362,True,,False,False,False,5.0,1.0,indoor,none
18457197118106218,True,,True,True,False,5.0,1.0,indoor,none
18110701231868889,True,,True,True,False,5.0,1.0,indoor,none
18000720536925062,True,,True,False,True,5.0,1.0,indoor,few
17881398522538380,True,,False,True,False,5.0,2.0,indoor,few
18097811876097455,True,,True,False,False,5.0,4.0,studio,none
18151108537411272,True,,False,False,False,5.0,1.0,indoor,none
18102010961058890,True,,True,False,True,4.0,6.0,white,heavy
18138865981509497,True,,False,False,True,5.0,5.0,white,heavy
18087694640364835,True,,False,False,True,5.0,7.0,white,few
18113111653685054,True,,False,False,False,5.0,1.0,white,none
18177821116386306,True,,True,True,False,5.0,2.0,studio,none
18059833703703457,True,,True,True,False,5.0,2.0,outdoor,none
18114257764827079,True,,False,False,False,5.0,2.0,white,none
18093534080159240,True,,True,True,True,5.0,2.0,studio,heavy
17942649552173308,True,,False,False,True,5.0,2.0,indoor,heavy
17891597748456064,True,,True,False,False,5.0,2.0,indoor,none
18057819296512601,True,,True,False,True,5.0,1.0,indoor,few
18053777189538326,True,,True,True,False,5.0,7.0,white,none
18132555163485029,True,,False,False,False,5.0,1.0,white,none
18447233146118102,True,,False,False,True,5.0,2.0,indoor,few
17875081071571014,True,,True,False,False,5.0,1.0,outdoor,none
18092092699942240,True,,False,False,False,4.0,10.0,indoor,none
18139921165444932,True,,True,False,False,3.0,10.0,outdoor,heavy
17962116498065765,True,,True,True,True,5.0,3.0,indoor,heavy
18060675980450418,True,,True,False,True,5.0,1.0,outdoor,few
18315073678260062,True,,True,True,True,5.0,5.0,indoor,heavy
18583163263052601,True,,False,False,True,5.0,3.0,indoor,few
18419245228120069,True,,True,True,True,4.0,6.0,outdoor,heavy
17926796058092600,True,,True,True,False,4.0,10.0,outdoor,none
18091795081916176,True,,True,True,True,5.0,1.0,studio,few
18179575789384550,True,,False,False,True,5.0,1.0,outdoor,few
18127059127502543,True,,False,False,False,5.0,1.0,white,none
18102277762777110,True,,True,True,False,5.0,5.0,outdoor,none
18116643547659446,True,,True,False,False,5.0,3.0,studio,none
18097503047092843,True,,True,True,True,5.0,2.0,studio,few
18005602562884540,True,,True,True,False,5.0,2.0,studio,none
18083633750526555,True,,True,True,False,5.0,3.0,outdoor,none
18026853809810682,True,,True,True,True,5.0,6.0,other,heavy
17874955407589271,True,,False,False,False,5.0,5.0,white,none
18084909881077482,True,,True,False,False,4.0,4.0,indoor,none
18088687505618907,True,,False,False,True,5.0,1.0,indoor,few
18336408079218198,True,,False,False,False,4.0,2.0,indoor,none
17880924363397828,True,,True,True,False,5.0,2.0,white,none
17964545664054776,True,,False,False,True,5.0,9.0,studio,few
18447729976114558,True,,False,False,True,5.0,6.0,white,few
18100563059071245,True,,True,False,False,5.0,2.0,other,none
17890140588483827,True,,False,False,False,5.0,4.0,indoor,none
17938059759036185,True,,False,False,True,5.0,2.0,studio,few
18096593927095980,True,,True,False,False,5.0,4.0,studio,none
18019145129656983,True,,False,False,False,5.0,5.0,studio,none
18076066856537278,True,,True,True,True,5.0,1.0,indoor,few
18051172253726076,True,,True,True,False,5.0,4.0,outdoor,none
17886043737499200,True,,True,False,False,4.0,1.0,outdoor,none
18122227477625580,True,,True,True,False,5.0,3.0,white,heavy
18348683869240827,True,,True,False,True,4.0,4.0,indoor,few
18125878426597333,True,,False,False,True,5.0,6.0,studio,few
17934134007213714,True,,True,True,False,5.0,4.0,outdoor,none
18061316450418163,True,,True,True,False,4.0,7.0,outdoor,few
17968079022022238,True,,False,False,False,4.0,1.0,indoor,none
18009215081896317,True,,False,False,True,5.0,2.0,studio,few
18086906315255457,True,,False,False,False,5.0,1.0,studio,none
18084579884599627,True,,True,True,True,5.0,1.0,white,few
18524178706078583,True,,False,False,False,5.0,9.0,indoor,none
17902456752244022,True,,True,True,False,5.0,6.0,studio,none
18077841743413249,True,,False,False,False,5.0,3.0,white,none
17957614452095010,True,,False,False,False,5.0,1.0,white,few
17847829509694686,True,,False,False,False,5.0,10.0,indoor,few
18371268955167839,True,,True,True,False,5.0,1.0,outdoor,none
18389352262089057,True,,True,True,False,5.0,5.0,white,none
18353798191233611,True,,True,False,True,5.0,3.0,studio,few
18091812215158740,True,,False,False,True,5.0,3.0,indoor,few
17886510249490626,True,,True,False,False,4.0,4.0,indoor,none
17944208238152270,True,,True,True,False,5.0,2.0,outdoor,none
18072730418220814,True,,False,False,False,5.0,2.0,indoor,none
18388886488086402,True,,False,False,True,5.0,1.0,other,few
18097167188087383,True,,True,True,True,5.0,6.0,other,heavy
18042776165772026,True,,False,False,False,5.0,1.0,indoor,few
17973552612040501,True,,True,True,True,5.0,1.0,white,few
18155456245454520,True,,False,False,True,5.0,3.0,white,few
18062196125392983,True,,False,False,True,4.0,5.0,indoor,heavy
17894636619438143,True,,True,True,False,5.0,1.0,studio,none
18124119379611234,True,,True,False,False,5.0,3.0,outdoor,none
17883696837531823,True,,False,False,False,5.0,1.0,studio,few
18098825417005511,True,,True,False,False,4.0,7.0,outdoor,none
18089078585245290,True,,False,False,True,4.0,6.0,white,heavy
17856463770634710,True,,True,True,False,5.0,4.0,outdoor,none
18100783495786608,True,,True,True,False,5.0,4.0,studio,none
17914095783365462,True,,True,True,False,4.0,2.0,indoor,none
18362113324227842,True,,True,False,False,4.0,7.0,other,none
17985060755798185,True,,True,False,False,5.0,2.0,outdoor,none
18005932022904718,True,,False,False,True,5.0,1.0,white,few
17945771193172046,True,,True,True,False,4.0,1.0,indoor,none
18048946016549977,True,,False,False,False,5.0,1.0,studio,none
18117711148653781,True,,True,True,True,5.0,6.0,studio,heavy
17935783848219331,True,,True,True,False,5.0,3.0,outdoor,none
