instagram_account_id,instagram_media_uuid,posted_at,media_type_label,followers,follower_tier,reach_count,like_count,save_count,comment_count,engagement_count,save_rate_r,like_rate_r,reach_rate_flw,comment_rate_r,eg_rate_reach,quadrant,sub_category,img_local,color_ok,b_avg,g_avg,r_avg,saturation_avg,brightness_avg,gemini_ok,scene_type,has_person,person_style,room_type_hint,view_quality,time_of_day,luxury_score,has_text_overlay,text_content_type,visual_style,post_intent,error
123680,18000617588654975,2025-09-12 02:30:08,CAROUSEL_ALBUM,58318,5〜10万,5568,358,9,0,367,0.0016160890644639,0.0642844316753456,0.0954748881153654,0.0,0.0659005207398096,Q1,ホテル,True,True,96.54283333333336,114.79866666666663,126.57087500000002,105.31595833333331,135.203,True,room,False,none,suite_highend,garden_view,daytime,5.0,False,none,styled_editorial,room_showcase,
1373906,18012522776533924,2024-08-09 12:02:12,CAROUSEL_ALBUM,21732,1〜5万,6932,1091,23,13,1127,0.0033174671859224,0.1573633347757103,0.3189619472691299,0.0018750901485648,0.1625558921101976,Q1,ホテル,True,True,103.2790111111111,125.30988888888892,125.61830000000002,72.11352222222222,132.88833333333332,True,exterior_entrance,False,none,none,mountain_view,daytime,5.0,True,facility_name_logo,drone_aerial,brand_worldview,
6447627,18062926942908519,2025-01-26 10:00:00,CAROUSEL_ALBUM,10602,1〜5万,2354,326,7,0,333,0.0029723991507431,0.1384288747346072,0.2220126379326605,0.0,0.1414012738853503,Q1,旅館,True,True,126.3434861111112,93.831125,51.84873611111109,171.35241666666667,135.7502638888889,True,view_from_window,False,none,none,ocean_view,golden_hour_sunset,4.0,False,none,wide_establishing,view_scenery,
123680,18303444934255154,2025-12-22 02:30:10,CAROUSEL_ALBUM,58318,5〜10万,8271,529,21,0,550,0.0025386847195357,0.0639506769825918,0.1418234194687837,0.0,0.0664893617021276,Q1,ホテル,True,True,113.941388888889,116.62204166666668,100.99141666666664,121.32391666666666,138.76670833333333,True,garden_outdoor_space,False,none,villa_private,garden_view,daytime,5.0,False,none,wide_establishing,brand_worldview,
4866473,17863052229539491,2025-12-03 06:34:29,CAROUSEL_ALBUM,17062,1〜5万,2144,131,11,0,142,0.0051282051282051,0.061072261072261,0.125651995545918,0.0,0.0662004662004662,Q1,その他,True,True,93.30033333333336,60.93037500000001,83.06638888888888,136.12119444444446,109.33911111111112,True,view_from_window,True,silhouette_distant,none,city_view,night,4.0,True,season_event_announcement,styled_editorial,season_event,
432,18433311067041233,2024-05-07 10:00:22,CAROUSEL_ALBUM,81836,5〜10万,2470,1010,45,5,1060,0.018211250505868,0.4087414002428167,0.0301819470410694,0.0020234722784297,0.4289761230271145,Q1,ホテル,True,True,159.85163333333352,189.20673333333323,221.71165,75.49081666666666,222.48843333333332,True,food_drink,False,none,none,none,daytime,4.0,False,none,styled_editorial,food_dining,
4187079,18116753254677058,2026-04-21 09:00:34,CAROUSEL_ALBUM,5363,〜1万,1558,151,5,2,158,0.0032071840923669,0.0968569595894804,0.290454884414616,0.0012828736369467,0.1013470173187941,Q1,その他,True,True,125.59025000000004,128.69740277777785,138.4744166666666,55.633125,145.12356944444446,True,room,False,none,standard,mountain_view,daytime,3.0,True,feature_description,styled_editorial,room_showcase,
6447627,18055439111600021,2025-07-01 10:00:00,CAROUSEL_ALBUM,10602,1〜5万,1803,149,7,3,159,0.003880266075388,0.0825942350332594,0.1700462133358483,0.0016629711751662,0.0881374722838137,Q1,旅館,True,True,73.17761111111106,56.56437499999999,51.95584722222223,171.4839027777778,93.64961111111111,True,restaurant_bar,False,none,none,ocean_view,night,4.0,False,none,styled_editorial,view_scenery,
1373906,18073426411586823,2024-10-18 11:00:39,CAROUSEL_ALBUM,21732,1〜5万,7335,1211,30,2,1243,0.0040894220283533,0.1650763358778626,0.3375051764597616,0.0002726281352235,0.1694383860414395,Q1,ホテル,True,True,58.52476666666663,84.1654222222222,109.49379999999996,139.43354444444444,111.93683333333334,True,food_drink,False,none,none,no_view,daytime,5.0,False,none,styled_editorial,food_dining,
6547864,18084497167486994,2024-07-16 12:26:11,CAROUSEL_ALBUM,6702,〜1万,1258,151,2,1,154,0.0015885623510722,0.1199364575059571,0.1876771594808294,0.0007942811755361,0.1223193010325655,Q1,その他の宿泊施設,True,True,95.58497487437178,144.613567839196,131.30619765494134,108.71294807370184,150.0821608040201,True,garden_outdoor_space,False,none,traditional_japanese,mountain_view,daytime,4.0,False,none,wide_establishing,brand_worldview,
6447627,17873576436415313,2026-01-31 10:00:00,CAROUSEL_ALBUM,10602,1〜5万,1760,161,4,4,169,0.0022714366837024,0.0914253265190232,0.1659907573328303,0.0022714366837024,0.0959681998864281,Q1,旅館,True,True,134.36030555555558,123.21113888888898,123.31180555555554,69.66127777777778,144.8921388888889,True,other,True,silhouette_distant,none,ocean_view,daytime,4.0,False,none,documentary_photo,view_scenery,
816,17889699143912976,2024-01-17 01:03:20,CAROUSEL_ALBUM,16663,1〜5万,268,96,1,2,99,0.0037174721189591,0.3568773234200743,0.0160825732117138,0.0074349442379182,0.3680297397769517,Q1,ホテル,True,True,184.48387777777785,189.08967777777767,192.8035333333333,28.93544444444445,196.53527777777776,True,lobby_lounge,False,none,none,city_view,daytime,5.0,True,feature_description,styled_editorial,experience_activity,
5759172,18042363284060548,2024-09-13 08:07:23,CAROUSEL_ALBUM,7016,〜1万,12268,1611,70,699,2380,0.0057054364658896,0.1313065449506887,1.74832549522588,0.0569728584236694,0.1939848398402477,Q1,ホテル,True,True,154.4807111111112,156.01947777777778,163.28062222222232,55.38437777777778,169.84435555555555,True,other,False,none,none,ocean_view,golden_hour_sunset,4.0,True,season_event_announcement,styled_editorial,season_event,
1021,18067238014854681,2025-03-04 07:30:00,CAROUSEL_ALBUM,16891,1〜5万,3418,220,22,1,243,0.0064346300087744,0.0643463000877449,0.202344304996448,0.000292483182217,0.0710734132787364,Q1,ホテル,True,True,128.1304666666665,135.6610666666667,151.70427777777786,74.74117777777778,157.02012222222223,True,food_drink,False,none,none,none,daytime,5.0,False,none,styled_editorial,food_dining,
3639344,18022691137845047,2024-02-16 07:19:41,CAROUSEL_ALBUM,10354,1〜5万,975,234,9,0,243,0.0092213114754098,0.2397540983606557,0.0941574118783196,0.0,0.2489754098360656,Q1,旅館,True,True,38.36048333333336,38.5117833333333,47.36923333333337,161.35976666666667,59.64503333333333,True,view_from_window,False,none,traditional_japanese,other,night,5.0,False,none,styled_editorial,view_scenery,
3662961,18420256579127666,2026-04-07 09:58:09,CAROUSEL_ALBUM,983,〜1万,579,34,4,0,38,0.0068965517241379,0.0586206896551724,0.5884146341463414,0.0,0.0655172413793103,Q1,その他,True,True,157.67406944444454,130.17643055555556,93.3795416666666,115.77302777777778,171.25594444444445,True,activity,True,guest_lifestyle,none,mountain_view,daytime,3.0,False,none,drone_aerial,experience_activity,
1840150,18136978000309300,2024-01-03 09:00:00,CAROUSEL_ALBUM,35529,1〜5万,1216,340,58,0,398,0.047658175842235,0.2793755135579293,0.0342245989304812,0.0,0.3270336894001643,Q1,ホテル,True,True,89.86563333333334,108.31518333333337,123.84103333333336,98.94178333333332,124.59033333333332,True,garden_outdoor_space,False,none,traditional_japanese,mountain_view,golden_hour_sunset,5.0,True,facility_name_logo,styled_editorial,room_showcase,
7153466,18081911972420917,2026-04-21 02:49:18,CAROUSEL_ALBUM,2981,〜1万,609,43,1,0,44,0.001639344262295,0.0704918032786885,0.204225352112676,0.0,0.0721311475409836,Q1,ホテル,True,True,144.58170370370368,145.51311111111104,140.22234074074078,50.29928888888889,151.4187259259259,True,view_from_window,False,none,none,city_view,daytime,4.0,True,facility_name_logo,wide_establishing,view_scenery,
4365989,18341581273150227,2025-01-14 09:28:55,CAROUSEL_ALBUM,21950,1〜5万,3690,462,28,5,495,0.0075860200487672,0.1251693308046599,0.1681016810168101,0.0013546464372798,0.1341099972907071,Q1,その他,True,True,127.8786111111111,152.6025555555556,236.51109722222225,118.44093055555555,236.5580138888889,True,food_drink,False,none,none,none,daytime,4.0,False,none,close_up_detail,food_dining,
7075621,17899177797425390,2026-04-22 11:00:00,CAROUSEL_ALBUM,6727,〜1万,11282,2388,271,566,3225,0.0240184348134361,0.2116458388726402,1.676872770511296,0.0501639634848887,0.2858282371709651,Q1,ホテル,True,True,157.6176388888889,174.0945416666667,177.754,56.03566666666666,184.68043055555555,True,other,True,guest_lifestyle,none,none,daytime,5.0,True,season_event_announcement,styled_editorial,season_event,
3084857,18069688771529277,2024-10-01 09:08:39,CAROUSEL_ALBUM,12953,1〜5万,4315,273,8,1,282,0.0018535681186283,0.0632530120481927,0.3331017446348618,0.0002316960148285,0.0653382761816496,Q1,旅館,True,True,151.10411111111108,153.27844444444432,195.78515555555572,71.13487777777777,197.45352222222223,True,food_drink,False,none,none,no_view,daytime,4.0,False,none,styled_editorial,season_event,
1840150,17894673161987386,2024-03-27 09:14:02,CAROUSEL_ALBUM,35529,1〜5万,2594,571,43,0,614,0.0165703275529865,0.220038535645472,0.0730087250211089,0.0,0.2366088631984585,Q1,ホテル,True,True,74.2254166666666,80.53751666666675,96.51498333333338,91.33825,99.88261666666666,True,exterior_entrance,True,guest_lifestyle,traditional_japanese,no_view,daytime,4.0,True,facility_name_logo,styled_editorial,experience_activity,
4866470,18037846124014270,2024-08-16 10:34:16,CAROUSEL_ALBUM,12309,1〜5万,1044,97,3,0,100,0.0028708133971291,0.092822966507177,0.0848090982940698,0.0,0.0956937799043062,Q1,その他,True,True,123.34718055555558,149.48674999999997,170.72123611111112,74.76076388888889,171.16766666666666,True,restaurant_bar,True,guest_lifestyle,none,no_view,unknown,4.0,False,none,documentary_photo,food_dining,
4168698,17955161325106205,2026-04-24 08:11:01,CAROUSEL_ALBUM,63762,5〜10万,12764,908,23,1,932,0.0018018018018018,0.0711320015667841,0.2001787870708718,7.833920877399138e-05,0.0730121425773599,Q1,その他,True,True,187.0157083333332,149.6987500000001,129.30540277777783,115.3193611111111,201.8250833333333,True,other,False,none,none,other,daytime,3.0,True,season_event_announcement,documentary_photo,season_event,
4866473,18031731712889114,2024-02-22 01:45:47,CAROUSEL_ALBUM,17062,1〜5万,453,126,8,0,134,0.0176211453744493,0.2775330396475771,0.0265486725663716,0.0,0.2951541850220264,Q1,その他,True,True,124.20087500000004,140.14937499999994,146.17183333333324,78.5273888888889,157.54754166666666,True,restaurant_bar,True,staff,none,no_view,unknown,3.0,True,facility_name_logo,documentary_photo,food_dining,
6346408,18028411199296792,2024-04-19 06:41:54,CAROUSEL_ALBUM,51306,5〜10万,4196,490,26,4,520,0.0061949011198475,0.1167500595663569,0.0817822129533981,0.0009530617107457,0.1238980223969502,Q1,ホテル,True,True,118.6743194444444,138.54087500000009,150.9351944444443,105.18375,168.70394444444443,True,pool_spa,False,none,none,no_view,unknown,3.0,True,feature_description,styled_editorial,experience_activity,
7321328,17986689953987018,2026-04-30 06:15:29,CAROUSEL_ALBUM,7915,〜1万,247,27,2,0,29,0.0080645161290322,0.1088709677419354,0.0312026275896917,0.0,0.1169354838709677,Q1,その他の宿泊施設,True,True,32.010825825825826,46.54151651651652,52.5063963963964,93.53154654654656,53.18046546546547,True,view_from_window,False,none,traditional_japanese,garden_view,daytime,4.0,False,none,styled_editorial,view_scenery,
4866473,18062941574056622,2025-09-02 08:26:10,CAROUSEL_ALBUM,17062,1〜5万,1305,96,11,0,107,0.0084226646248085,0.0735068912710566,0.0764812752739846,0.0,0.0819295558958652,Q1,その他,True,True,130.27205555555565,120.43602777777784,113.62170833333336,65.20290277777778,137.63979166666667,True,exterior_entrance,True,silhouette_distant,none,city_view,golden_hour_sunset,4.0,True,season_event_announcement,wide_establishing,brand_worldview,
16903,17878036020427050,2026-04-09 06:00:40,CAROUSEL_ALBUM,27021,1〜5万,2344,171,5,2,178,0.0021321961620469,0.0729211087420042,0.086744134409,0.0008528784648187,0.0759061833688699,Q1,ホテル,True,True,94.55627777777774,117.44570833333331,119.9632222222222,116.87365277777778,136.06397222222222,True,view_from_window,True,silhouette_distant,none,city_view,daytime,4.0,False,none,styled_editorial,view_scenery,
6547864,18032653445213923,2025-01-16 08:00:15,CAROUSEL_ALBUM,6702,〜1万,2093,168,23,0,191,0.0109837631327602,0.0802292263610315,0.3122482470535581,0.0,0.0912129894937917,Q1,その他の宿泊施設,True,True,104.9138,131.2040666666667,169.10905555555553,118.81574444444443,169.28622222222222,True,food_drink,False,none,none,none,unknown,4.0,False,none,close_up_detail,food_dining,
1021,18047766407409967,2025-06-05 03:00:00,CAROUSEL_ALBUM,16891,1〜5万,4891,320,122,7,449,0.0249386753883892,0.0654129190515126,0.2895453469097798,0.0014309076042518,0.0917825020441537,Q1,ホテル,True,True,108.83806944444451,144.477125,179.17238888888895,119.86052777777778,180.2047638888889,True,food_drink,False,none,none,none,daytime,4.0,False,none,close_up_detail,food_dining,
7313845,18007674098327255,2024-01-01 03:52:13,CAROUSEL_ALBUM,11512,1〜5万,540,190,3,0,193,0.0055452865064695,0.3512014787430684,0.0469035003908625,0.0,0.3567467652495379,Q1,ホテル,True,True,99.9464722222222,123.5114444444444,156.96791666666664,104.94322222222222,159.51297222222223,True,lobby_lounge,False,none,none,no_view,night,4.0,True,season_event_announcement,close_up_detail,season_event,
816,18543340939027601,2025-11-18 12:00:43,CAROUSEL_ALBUM,16663,1〜5万,1597,105,6,0,111,0.0037546933667083,0.0657071339173967,0.0958353336533845,0.0,0.0694618272841051,Q1,ホテル,True,True,14.55949999999999,35.5071388888889,29.74536111111112,199.22204166666663,40.78826388888889,True,food_drink,False,none,none,none,unknown,4.0,False,none,close_up_detail,food_dining,
5670309,18076454669635879,2026-04-27 06:00:15,CAROUSEL_ALBUM,8965,〜1万,979,68,23,0,91,0.023469387755102,0.0693877551020408,0.1091902743698416,0.0,0.0928571428571428,Q1,ホテル,True,True,26.404252400548703,43.47779149519891,71.1483950617284,174.26873799725652,71.16633744855967,True,restaurant_bar,False,none,none,no_view,night,5.0,False,none,styled_editorial,food_dining,
6971420,17918638800357051,2026-04-28 09:00:30,CAROUSEL_ALBUM,1419,〜1万,214,30,1,0,31,0.0046511627906976,0.1395348837209302,0.1507042253521126,0.0,0.1441860465116279,Q1,ホテル,True,True,104.33406944444437,129.47266666666667,131.8162083333334,81.83318055555556,142.29534722222223,True,room,True,couple,traditional_japanese,garden_view,daytime,4.0,False,none,styled_editorial,experience_activity,
3748438,18089823533222590,2026-04-03 09:01:21,CAROUSEL_ALBUM,14114,1〜5万,9220,776,41,0,817,0.0044463724108014,0.0841557314824856,0.6532058094226001,0.0,0.088602103893287,Q1,その他,True,True,150.07461645746164,145.63340306834024,157.28514644351452,37.62093444909345,162.30266387726638,True,other,True,silhouette_distant,none,other,daytime,3.0,False,none,documentary_photo,season_event,
6971420,18082753106617451,2026-04-17 09:00:11,CAROUSEL_ALBUM,1419,〜1万,317,59,4,1,64,0.0125786163522012,0.1855345911949685,0.2232394366197183,0.0031446540880503,0.2012578616352201,Q1,ホテル,True,True,59.76338888888888,73.26105555555559,103.75086111111108,163.46029166666668,107.12611111111111,True,restaurant_bar,False,none,none,no_view,unknown,4.0,False,none,styled_editorial,food_dining,
1840150,17887512198003302,2024-02-23 09:10:15,CAROUSEL_ALBUM,35529,1〜5万,2839,552,42,0,594,0.0147887323943661,0.1943661971830985,0.0799043062200957,0.0,0.2091549295774648,Q1,ホテル,True,True,57.38636515912896,100.72130653266332,94.61363484087096,128.7035175879397,109.66147403685092,True,pool_spa,False,none,traditional_japanese,garden_view,daytime,4.0,False,none,styled_editorial,experience_activity,
1021,17852675418253856,2024-08-15 07:30:00,CAROUSEL_ALBUM,16891,1〜5万,3434,244,14,2,260,0.0040756914119359,0.0710334788937409,0.2032914989344068,0.0005822416302765,0.0756914119359534,Q1,ホテル,True,True,78.74827777777777,131.01911111111107,170.15333333333328,152.04216666666667,170.21447777777777,True,food_drink,False,none,none,none,daytime,5.0,False,none,styled_editorial,food_dining,
7245479,18045012905154176,2024-12-03 10:00:00,CAROUSEL_ALBUM,32928,1〜5万,10819,649,18,0,667,0.0016635859519408,0.0599815157116451,0.3285553767196089,0.0,0.0616451016635859,Q1,ホテル,True,True,127.6719444444444,154.8664888888887,125.12505555555556,119.93877777777776,168.3552777777778,True,activity,True,couple,none,garden_view,daytime,4.0,False,none,styled_editorial,experience_activity,
4365989,18026305430549347,2025-10-14 09:06:49,CAROUSEL_ALBUM,21950,1〜5万,3589,353,15,4,372,0.0041782729805013,0.0983286908077994,0.1635005238941278,0.0011142061281337,0.1036211699164345,Q1,その他,True,True,108.29395309882746,110.02026800670014,107.0011055276382,66.69132328308207,118.977621440536,True,exterior_entrance,False,none,none,no_view,daytime,5.0,True,facility_name_logo,close_up_detail,brand_worldview,
123680,18377454679130507,2025-06-23 02:30:11,CAROUSEL_ALBUM,58318,5〜10万,13060,914,49,7,970,0.0037516269810887,0.069979327769696,0.223940739724618,0.0005359467115841,0.0742669014623688,Q1,ホテル,True,True,165.31408333333331,141.25802777777784,106.15609722222226,113.00777777777778,173.91370833333335,True,pool_spa,False,none,none,garden_view,daytime,5.0,False,none,wide_establishing,experience_activity,
4866470,18000967124371872,2024-06-11 10:34:12,CAROUSEL_ALBUM,12309,1〜5万,1088,83,2,0,85,0.0018365472910927,0.0762167125803489,0.0883834281072298,0.0,0.0780532598714417,Q1,その他,True,True,149.88505185185196,154.43536296296296,157.22039999999993,34.23422222222222,161.58394074074073,True,room,True,guest_lifestyle,standard,no_view,daytime,3.0,False,none,styled_editorial,room_showcase,
3084857,17863992033177550,2024-07-24 08:50:18,CAROUSEL_ALBUM,12953,1〜5万,4227,418,21,22,461,0.0049668874172185,0.0988647114474929,0.326308476146364,0.0052034058656575,0.1090350047303689,Q1,旅館,True,True,153.78995555555557,173.4483666666667,185.9011111111111,58.092866666666666,186.7163111111111,True,food_drink,False,none,none,none,daytime,3.0,True,season_event_announcement,styled_editorial,season_event,
6838866,17999954543555222,2025-01-08 10:00:12,CAROUSEL_ALBUM,31099,1〜5万,3860,311,8,0,319,0.002072002072002,0.0805490805490805,0.1241157556270096,0.0,0.0826210826210826,Q1,ホテル,True,True,164.74200000000013,183.8451000000001,181.6150333333333,51.751133333333335,193.6627777777778,True,restaurant_bar,True,hand_detail,none,garden_view,daytime,4.0,False,none,styled_editorial,food_dining,
4365989,17857150152456821,2025-09-19 09:12:04,CAROUSEL_ALBUM,21950,1〜5万,15167,3577,275,2110,5962,0.0181302742616033,0.2358254219409282,0.690948020591317,0.1391086497890295,0.3930643459915612,Q1,その他,True,True,125.98773611111103,155.03188888888886,185.25715277777783,100.27977777777778,186.01844444444444,True,food_drink,False,none,none,none,unknown,4.0,True,season_event_announcement,styled_editorial,season_event,
816,18053824225693765,2024-10-03 10:40:15,CAROUSEL_ALBUM,16663,1〜5万,3299,205,11,0,216,0.0033333333333333,0.0621212121212121,0.1979716754680749,0.0,0.0654545454545454,Q1,ホテル,True,True,57.17563333333332,124.05600000000004,178.63185555555563,180.41854444444445,180.2076333333333,True,food_drink,False,none,none,none,daytime,5.0,False,none,styled_editorial,season_event,
1373906,18102679634309247,2026-03-19 09:00:00,CAROUSEL_ALBUM,21732,1〜5万,8591,533,35,2,570,0.0040735567970204,0.062034450651769,0.3952974738876363,0.0002327746741154,0.066340782122905,Q1,ホテル,True,True,87.44304999999994,94.57618333333336,104.18468333333333,36.26671666666667,105.29448333333332,True,amenity_detail,False,none,none,none,daytime,4.0,True,facility_name_logo,flat_lay,brand_worldview,
494570,18064019725790125,2025-03-24 10:00:35,CAROUSEL_ALBUM,37432,1〜5万,7232,569,47,10,626,0.0064979952993225,0.0786672196875432,0.1931985146795608,0.0013825521913452,0.0865477671782109,Q1,ホテル,True,True,108.96354253835426,122.61521617852166,139.015620641562,91.70246861924686,148.47492329149233,True,food_drink,False,none,none,garden_view,daytime,5.0,True,facility_name_logo,styled_editorial,food_dining,
4866472,17990047874750984,2024-12-13 10:32:12,CAROUSEL_ALBUM,16196,1〜5万,2601,152,9,0,161,0.0034588777863182,0.0584166026133743,0.1605852935728838,0.0,0.0618754803996925,Q1,その他,True,True,117.41687500000003,131.7258333333333,149.7947083333334,83.58718055555556,160.07830555555554,True,room,True,guest_lifestyle,standard,city_view,golden_hour_sunset,3.0,False,none,documentary_photo,room_showcase,
6838866,18282551404168145,2024-11-15 10:00:05,CAROUSEL_ALBUM,31099,1〜5万,6921,542,17,4,563,0.0024559375902918,0.0783010690551863,0.222540192926045,0.0005778676683039,0.0813348743137821,Q1,ホテル,True,True,99.04102222222224,122.5059111111111,144.44693333333336,103.07903333333331,145.79934444444444,True,garden_outdoor_space,False,none,none,garden_view,daytime,4.0,False,none,styled_editorial,view_scenery,
6838866,17871961767203412,2024-10-23 10:00:11,CAROUSEL_ALBUM,31099,1〜5万,5991,399,16,1,416,0.0026702269692923,0.0665887850467289,0.192636655948553,0.0001668891855807,0.0694259012016021,Q1,ホテル,True,True,18.493066666666653,46.4600444444445,103.70475555555554,209.9941333333333,103.7842111111111,True,garden_outdoor_space,False,none,none,garden_view,night,5.0,False,none,styled_editorial,view_scenery,
6094448,17872828095424940,2025-09-17 10:35:59,CAROUSEL_ALBUM,3097,〜1万,1612,103,19,11,133,0.0117792932424054,0.0638561686298822,0.5203357004519045,0.0068195908245505,0.0824550526968381,Q1,旅館,True,True,98.96791147994468,71.88109266943287,80.44915629322263,116.34697095435683,113.7083817427386,True,bathroom,False,none,traditional_japanese,ocean_view,golden_hour_sunset,5.0,False,none,styled_editorial,room_showcase,
494570,17916678330278106,2026-02-16 10:00:07,CAROUSEL_ALBUM,37432,1〜5万,4127,297,7,1,305,0.0016957364341085,0.0719476744186046,0.1102503138941575,0.0002422480620155,0.0738856589147286,Q1,ホテル,True,True,65.23781944444443,69.79425000000006,79.30066666666661,42.59170833333334,81.52572222222223,True,food_drink,False,none,none,none,unknown,5.0,False,none,styled_editorial,food_dining,
7423755,18139804939513105,2026-04-02 08:11:10,CAROUSEL_ALBUM,6390,〜1万,1376,93,4,1,98,0.0029048656499636,0.0675381263616557,0.2153027695196369,0.0007262164124909,0.0711692084241103,Q1,ホテル,True,True,101.53952592592591,115.92622222222224,118.908,91.01845925925926,132.15628148148147,True,lobby_lounge,False,none,none,partial_view,daytime,4.0,True,feature_description,styled_editorial,season_event,
5733416,17930164164254279,2026-04-27 10:00:15,CAROUSEL_ALBUM,3585,〜1万,419,46,1,0,47,0.0023809523809523,0.1095238095238095,0.1168432794199665,0.0,0.1119047619047619,Q1,ホテル,True,True,64.49558333333337,75.99904166666664,91.27830555555558,98.46941666666666,92.53025,True,amenity_detail,True,hand_detail,none,no_view,unknown,3.0,True,feature_description,close_up_detail,experience_activity,
4866470,18406377952067504,2024-03-08 14:59:53,CAROUSEL_ALBUM,12309,1〜5万,238,125,1,1,127,0.00418410041841,0.5230125523012552,0.0193338748984565,0.00418410041841,0.5313807531380753,Q1,その他,True,True,146.402625,126.5364444444444,103.53465277777777,103.07820833333334,152.25019444444445,True,activity,True,guest_lifestyle,none,city_view,daytime,2.0,False,none,documentary_photo,experience_activity,
